Hospital,Mortality,Safety,Readmission,Patient,Effective,Timeliness,Efficient
3680,3680,8485,13290,18095,22900,27705,32510
3681,3681,8486,13291,18096,22901,27706,32511
3682,3682,8487,13292,18097,22902,27707,32512
3683,3683,8488,13293,18098,22903,27708,32513
3684,3684,8489,13294,18099,22904,27709,32514
3685,3685,8490,13295,18100,22905,27710,32515
3686,3686,8491,13296,18101,22906,27711,32516
3687,3687,8492,13297,18102,22907,27712,32517
3688,3688,8493,13298,18103,22908,27713,32518
3689,3689,8494,13299,18104,22909,27714,32519
3690,3690,8495,13300,18105,22910,27715,32520
3691,3691,8496,13301,18106,22911,27716,32521
3692,3692,8497,13302,18107,22912,27717,32522
3693,3693,8498,13303,18108,22913,27718,32523
3694,3694,8499,13304,18109,22914,27719,32524
3695,3695,8500,13305,18110,22915,27720,32525
3696,3696,8501,13306,18111,22916,27721,32526
3697,3697,8502,13307,18112,22917,27722,32527
3698,3698,8503,13308,18113,22918,27723,32528
3699,3699,8504,13309,18114,22919,27724,32529
3700,3700,8505,13310,18115,22920,27725,32530
3701,3701,8506,13311,18116,22921,27726,32531
3702,3702,8507,13312,18117,22922,27727,32532
3703,3703,8508,13313,18118,22923,27728,32533
3704,3704,8509,13314,18119,22924,27729,32534
3705,3705,8510,13315,18120,22925,27730,32535
3706,3706,8511,13316,18121,22926,27731,32536
3707,3707,8512,13317,18122,22927,27732,32537
3708,3708,8513,13318,18123,22928,27733,32538
3709,3709,8514,13319,18124,22929,27734,32539
3710,3710,8515,13320,18125,22930,27735,32540
3711,3711,8516,13321,18126,22931,27736,32541
3712,3712,8517,13322,18127,22932,27737,32542
3713,3713,8518,13323,18128,22933,27738,32543
3714,3714,8519,13324,18129,22934,27739,32544
3715,3715,8520,13325,18130,22935,27740,32545
3716,3716,8521,13326,18131,22936,27741,32546
3717,3717,8522,13327,18132,22937,27742,32547
3718,3718,8523,13328,18133,22938,27743,32548
3719,3719,8524,13329,18134,22939,27744,32549
3720,3720,8525,13330,18135,22940,27745,32550
3721,3721,8526,13331,18136,22941,27746,32551
3722,3722,8527,13332,18137,22942,27747,32552
3723,3723,8528,13333,18138,22943,27748,32553
3724,3724,8529,13334,18139,22944,27749,32554
3725,3725,8530,13335,18140,22945,27750,32555
3726,3726,8531,13336,18141,22946,27751,32556
3727,3727,8532,13337,18142,22947,27752,32557
3728,3728,8533,13338,18143,22948,27753,32558
3729,3729,8534,13339,18144,22949,27754,32559
3730,3730,8535,13340,18145,22950,27755,32560
3731,3731,8536,13341,18146,22951,27756,32561
3732,3732,8537,13342,18147,22952,27757,32562
3733,3733,8538,13343,18148,22953,27758,32563
3734,3734,8539,13344,18149,22954,27759,32564
3735,3735,8540,13345,18150,22955,27760,32565
3736,3736,8541,13346,18151,22956,27761,32566
3737,3737,8542,13347,18152,22957,27762,32567
3738,3738,8543,13348,18153,22958,27763,32568
3739,3739,8544,13349,18154,22959,27764,32569
3740,3740,8545,13350,18155,22960,27765,32570
3741,3741,8546,13351,18156,22961,27766,32571
3742,3742,8547,13352,18157,22962,27767,32572
3743,3743,8548,13353,18158,22963,27768,32573
3744,3744,8549,13354,18159,22964,27769,32574
3745,3745,8550,13355,18160,22965,27770,32575
3746,3746,8551,13356,18161,22966,27771,32576
3747,3747,8552,13357,18162,22967,27772,32577
3748,3748,8553,13358,18163,22968,27773,32578
3749,3749,8554,13359,18164,22969,27774,32579
3750,3750,8555,13360,18165,22970,27775,32580
3751,3751,8556,13361,18166,22971,27776,32581
3752,3752,8557,13362,18167,22972,27777,32582
3753,3753,8558,13363,18168,22973,27778,32583
3754,3754,8559,13364,18169,22974,27779,32584
3755,3755,8560,13365,18170,22975,27780,32585
3756,3756,8561,13366,18171,22976,27781,32586
3757,3757,8562,13367,18172,22977,27782,32587
3758,3758,8563,13368,18173,22978,27783,32588
3759,3759,8564,13369,18174,22979,27784,32589
3760,3760,8565,13370,18175,22980,27785,32590
3761,3761,8566,13371,18176,22981,27786,32591
3762,3762,8567,13372,18177,22982,27787,32592
3763,3763,8568,13373,18178,22983,27788,32593
3764,3764,8569,13374,18179,22984,27789,32594
3765,3765,8570,13375,18180,22985,27790,32595
3766,3766,8571,13376,18181,22986,27791,32596
3767,3767,8572,13377,18182,22987,27792,32597
3768,3768,8573,13378,18183,22988,27793,32598
3769,3769,8574,13379,18184,22989,27794,32599
3770,3770,8575,13380,18185,22990,27795,32600
3771,3771,8576,13381,18186,22991,27796,32601
3772,3772,8577,13382,18187,22992,27797,32602
3773,3773,8578,13383,18188,22993,27798,32603
3774,3774,8579,13384,18189,22994,27799,32604
3775,3775,8580,13385,18190,22995,27800,32605
3776,3776,8581,13386,18191,22996,27801,32606
3777,3777,8582,13387,18192,22997,27802,32607
3778,3778,8583,13388,18193,22998,27803,32608
3779,3779,8584,13389,18194,22999,27804,32609
3780,3780,8585,13390,18195,23000,27805,32610
3781,3781,8586,13391,18196,23001,27806,32611
3782,3782,8587,13392,18197,23002,27807,32612
3783,3783,8588,13393,18198,23003,27808,32613
3784,3784,8589,13394,18199,23004,27809,32614
3785,3785,8590,13395,18200,23005,27810,32615
3786,3786,8591,13396,18201,23006,27811,32616
3787,3787,8592,13397,18202,23007,27812,32617
3788,3788,8593,13398,18203,23008,27813,32618
3789,3789,8594,13399,18204,23009,27814,32619
3790,3790,8595,13400,18205,23010,27815,32620
3791,3791,8596,13401,18206,23011,27816,32621
3792,3792,8597,13402,18207,23012,27817,32622
3793,3793,8598,13403,18208,23013,27818,32623
3794,3794,8599,13404,18209,23014,27819,32624
3795,3795,8600,13405,18210,23015,27820,32625
3796,3796,8601,13406,18211,23016,27821,32626
3797,3797,8602,13407,18212,23017,27822,32627
3798,3798,8603,13408,18213,23018,27823,32628
3799,3799,8604,13409,18214,23019,27824,32629
3800,3800,8605,13410,18215,23020,27825,32630
3801,3801,8606,13411,18216,23021,27826,32631
3802,3802,8607,13412,18217,23022,27827,32632
3803,3803,8608,13413,18218,23023,27828,32633
3804,3804,8609,13414,18219,23024,27829,32634
3805,3805,8610,13415,18220,23025,27830,32635
3806,3806,8611,13416,18221,23026,27831,32636
3807,3807,8612,13417,18222,23027,27832,32637
3808,3808,8613,13418,18223,23028,27833,32638
3809,3809,8614,13419,18224,23029,27834,32639
3810,3810,8615,13420,18225,23030,27835,32640
3811,3811,8616,13421,18226,23031,27836,32641
3812,3812,8617,13422,18227,23032,27837,32642
3813,3813,8618,13423,18228,23033,27838,32643
3814,3814,8619,13424,18229,23034,27839,32644
3815,3815,8620,13425,18230,23035,27840,32645
3816,3816,8621,13426,18231,23036,27841,32646
3817,3817,8622,13427,18232,23037,27842,32647
3818,3818,8623,13428,18233,23038,27843,32648
3819,3819,8624,13429,18234,23039,27844,32649
3820,3820,8625,13430,18235,23040,27845,32650
3821,3821,8626,13431,18236,23041,27846,32651
3822,3822,8627,13432,18237,23042,27847,32652
3823,3823,8628,13433,18238,23043,27848,32653
3824,3824,8629,13434,18239,23044,27849,32654
3825,3825,8630,13435,18240,23045,27850,32655
3826,3826,8631,13436,18241,23046,27851,32656
3827,3827,8632,13437,18242,23047,27852,32657
3828,3828,8633,13438,18243,23048,27853,32658
3829,3829,8634,13439,18244,23049,27854,32659
3830,3830,8635,13440,18245,23050,27855,32660
3831,3831,8636,13441,18246,23051,27856,32661
3832,3832,8637,13442,18247,23052,27857,32662
3833,3833,8638,13443,18248,23053,27858,32663
3834,3834,8639,13444,18249,23054,27859,32664
3835,3835,8640,13445,18250,23055,27860,32665
3836,3836,8641,13446,18251,23056,27861,32666
3837,3837,8642,13447,18252,23057,27862,32667
3838,3838,8643,13448,18253,23058,27863,32668
3839,3839,8644,13449,18254,23059,27864,32669
3840,3840,8645,13450,18255,23060,27865,32670
3841,3841,8646,13451,18256,23061,27866,32671
3842,3842,8647,13452,18257,23062,27867,32672
3843,3843,8648,13453,18258,23063,27868,32673
3844,3844,8649,13454,18259,23064,27869,32674
3845,3845,8650,13455,18260,23065,27870,32675
3846,3846,8651,13456,18261,23066,27871,32676
3847,3847,8652,13457,18262,23067,27872,32677
3848,3848,8653,13458,18263,23068,27873,32678
3849,3849,8654,13459,18264,23069,27874,32679
3850,3850,8655,13460,18265,23070,27875,32680
3851,3851,8656,13461,18266,23071,27876,32681
3852,3852,8657,13462,18267,23072,27877,32682
3853,3853,8658,13463,18268,23073,27878,32683
3854,3854,8659,13464,18269,23074,27879,32684
3855,3855,8660,13465,18270,23075,27880,32685
3856,3856,8661,13466,18271,23076,27881,32686
3857,3857,8662,13467,18272,23077,27882,32687
3858,3858,8663,13468,18273,23078,27883,32688
3859,3859,8664,13469,18274,23079,27884,32689
3860,3860,8665,13470,18275,23080,27885,32690
3861,3861,8666,13471,18276,23081,27886,32691
3862,3862,8667,13472,18277,23082,27887,32692
3863,3863,8668,13473,18278,23083,27888,32693
3864,3864,8669,13474,18279,23084,27889,32694
3865,3865,8670,13475,18280,23085,27890,32695
3866,3866,8671,13476,18281,23086,27891,32696
3867,3867,8672,13477,18282,23087,27892,32697
3868,3868,8673,13478,18283,23088,27893,32698
3869,3869,8674,13479,18284,23089,27894,32699
3870,3870,8675,13480,18285,23090,27895,32700
3871,3871,8676,13481,18286,23091,27896,32701
3872,3872,8677,13482,18287,23092,27897,32702
3873,3873,8678,13483,18288,23093,27898,32703
3874,3874,8679,13484,18289,23094,27899,32704
3875,3875,8680,13485,18290,23095,27900,32705
3876,3876,8681,13486,18291,23096,27901,32706
3877,3877,8682,13487,18292,23097,27902,32707
3878,3878,8683,13488,18293,23098,27903,32708
3879,3879,8684,13489,18294,23099,27904,32709
3880,3880,8685,13490,18295,23100,27905,32710
3881,3881,8686,13491,18296,23101,27906,32711
3882,3882,8687,13492,18297,23102,27907,32712
3883,3883,8688,13493,18298,23103,27908,32713
3884,3884,8689,13494,18299,23104,27909,32714
3885,3885,8690,13495,18300,23105,27910,32715
3886,3886,8691,13496,18301,23106,27911,32716
3887,3887,8692,13497,18302,23107,27912,32717
3888,3888,8693,13498,18303,23108,27913,32718
3889,3889,8694,13499,18304,23109,27914,32719
3890,3890,8695,13500,18305,23110,27915,32720
3891,3891,8696,13501,18306,23111,27916,32721
3892,3892,8697,13502,18307,23112,27917,32722
3893,3893,8698,13503,18308,23113,27918,32723
3894,3894,8699,13504,18309,23114,27919,32724
3895,3895,8700,13505,18310,23115,27920,32725
3896,3896,8701,13506,18311,23116,27921,32726
3897,3897,8702,13507,18312,23117,27922,32727
3898,3898,8703,13508,18313,23118,27923,32728
3899,3899,8704,13509,18314,23119,27924,32729
3900,3900,8705,13510,18315,23120,27925,32730
3901,3901,8706,13511,18316,23121,27926,32731
3902,3902,8707,13512,18317,23122,27927,32732
3903,3903,8708,13513,18318,23123,27928,32733
3904,3904,8709,13514,18319,23124,27929,32734
3905,3905,8710,13515,18320,23125,27930,32735
3906,3906,8711,13516,18321,23126,27931,32736
3907,3907,8712,13517,18322,23127,27932,32737
3908,3908,8713,13518,18323,23128,27933,32738
3909,3909,8714,13519,18324,23129,27934,32739
3910,3910,8715,13520,18325,23130,27935,32740
3911,3911,8716,13521,18326,23131,27936,32741
3912,3912,8717,13522,18327,23132,27937,32742
3913,3913,8718,13523,18328,23133,27938,32743
3914,3914,8719,13524,18329,23134,27939,32744
3915,3915,8720,13525,18330,23135,27940,32745
3916,3916,8721,13526,18331,23136,27941,32746
3917,3917,8722,13527,18332,23137,27942,32747
3918,3918,8723,13528,18333,23138,27943,32748
3919,3919,8724,13529,18334,23139,27944,32749
3920,3920,8725,13530,18335,23140,27945,32750
3921,3921,8726,13531,18336,23141,27946,32751
3922,3922,8727,13532,18337,23142,27947,32752
3923,3923,8728,13533,18338,23143,27948,32753
3924,3924,8729,13534,18339,23144,27949,32754
3925,3925,8730,13535,18340,23145,27950,32755
3926,3926,8731,13536,18341,23146,27951,32756
3927,3927,8732,13537,18342,23147,27952,32757
3928,3928,8733,13538,18343,23148,27953,32758
3929,3929,8734,13539,18344,23149,27954,32759
3930,3930,8735,13540,18345,23150,27955,32760
3931,3931,8736,13541,18346,23151,27956,32761
3932,3932,8737,13542,18347,23152,27957,32762
3933,3933,8738,13543,18348,23153,27958,32763
3934,3934,8739,13544,18349,23154,27959,32764
3935,3935,8740,13545,18350,23155,27960,32765
3936,3936,8741,13546,18351,23156,27961,32766
3937,3937,8742,13547,18352,23157,27962,32767
3938,3938,8743,13548,18353,23158,27963,32768
3939,3939,8744,13549,18354,23159,27964,32769
3940,3940,8745,13550,18355,23160,27965,32770
3941,3941,8746,13551,18356,23161,27966,32771
3942,3942,8747,13552,18357,23162,27967,32772
3943,3943,8748,13553,18358,23163,27968,32773
3944,3944,8749,13554,18359,23164,27969,32774
3945,3945,8750,13555,18360,23165,27970,32775
3946,3946,8751,13556,18361,23166,27971,32776
3947,3947,8752,13557,18362,23167,27972,32777
3948,3948,8753,13558,18363,23168,27973,32778
3949,3949,8754,13559,18364,23169,27974,32779
3950,3950,8755,13560,18365,23170,27975,32780
3951,3951,8756,13561,18366,23171,27976,32781
3952,3952,8757,13562,18367,23172,27977,32782
3953,3953,8758,13563,18368,23173,27978,32783
3954,3954,8759,13564,18369,23174,27979,32784
3955,3955,8760,13565,18370,23175,27980,32785
3956,3956,8761,13566,18371,23176,27981,32786
3957,3957,8762,13567,18372,23177,27982,32787
3958,3958,8763,13568,18373,23178,27983,32788
3959,3959,8764,13569,18374,23179,27984,32789
3960,3960,8765,13570,18375,23180,27985,32790
3961,3961,8766,13571,18376,23181,27986,32791
3962,3962,8767,13572,18377,23182,27987,32792
3963,3963,8768,13573,18378,23183,27988,32793
3964,3964,8769,13574,18379,23184,27989,32794
3965,3965,8770,13575,18380,23185,27990,32795
3966,3966,8771,13576,18381,23186,27991,32796
3967,3967,8772,13577,18382,23187,27992,32797
3968,3968,8773,13578,18383,23188,27993,32798
3969,3969,8774,13579,18384,23189,27994,32799
3970,3970,8775,13580,18385,23190,27995,32800
3971,3971,8776,13581,18386,23191,27996,32801
3972,3972,8777,13582,18387,23192,27997,32802
3973,3973,8778,13583,18388,23193,27998,32803
3974,3974,8779,13584,18389,23194,27999,32804
3975,3975,8780,13585,18390,23195,28000,32805
3976,3976,8781,13586,18391,23196,28001,32806
3977,3977,8782,13587,18392,23197,28002,32807
3978,3978,8783,13588,18393,23198,28003,32808
3979,3979,8784,13589,18394,23199,28004,32809
3980,3980,8785,13590,18395,23200,28005,32810
3981,3981,8786,13591,18396,23201,28006,32811
3982,3982,8787,13592,18397,23202,28007,32812
3983,3983,8788,13593,18398,23203,28008,32813
3984,3984,8789,13594,18399,23204,28009,32814
3985,3985,8790,13595,18400,23205,28010,32815
3986,3986,8791,13596,18401,23206,28011,32816
3987,3987,8792,13597,18402,23207,28012,32817
3988,3988,8793,13598,18403,23208,28013,32818
3989,3989,8794,13599,18404,23209,28014,32819
3990,3990,8795,13600,18405,23210,28015,32820
3991,3991,8796,13601,18406,23211,28016,32821
3992,3992,8797,13602,18407,23212,28017,32822
3993,3993,8798,13603,18408,23213,28018,32823
3994,3994,8799,13604,18409,23214,28019,32824
3995,3995,8800,13605,18410,23215,28020,32825
3996,3996,8801,13606,18411,23216,28021,32826
3997,3997,8802,13607,18412,23217,28022,32827
3998,3998,8803,13608,18413,23218,28023,32828
3999,3999,8804,13609,18414,23219,28024,32829
4000,4000,8805,13610,18415,23220,28025,32830
4001,4001,8806,13611,18416,23221,28026,32831
4002,4002,8807,13612,18417,23222,28027,32832
4003,4003,8808,13613,18418,23223,28028,32833
4004,4004,8809,13614,18419,23224,28029,32834
4005,4005,8810,13615,18420,23225,28030,32835
4006,4006,8811,13616,18421,23226,28031,32836
4007,4007,8812,13617,18422,23227,28032,32837
4008,4008,8813,13618,18423,23228,28033,32838
4009,4009,8814,13619,18424,23229,28034,32839
4010,4010,8815,13620,18425,23230,28035,32840
4011,4011,8816,13621,18426,23231,28036,32841
4012,4012,8817,13622,18427,23232,28037,32842
4013,4013,8818,13623,18428,23233,28038,32843
4014,4014,8819,13624,18429,23234,28039,32844
4015,4015,8820,13625,18430,23235,28040,32845
4016,4016,8821,13626,18431,23236,28041,32846
4017,4017,8822,13627,18432,23237,28042,32847
4018,4018,8823,13628,18433,23238,28043,32848
4019,4019,8824,13629,18434,23239,28044,32849
4020,4020,8825,13630,18435,23240,28045,32850
4021,4021,8826,13631,18436,23241,28046,32851
4022,4022,8827,13632,18437,23242,28047,32852
4023,4023,8828,13633,18438,23243,28048,32853
4024,4024,8829,13634,18439,23244,28049,32854
4025,4025,8830,13635,18440,23245,28050,32855
4026,4026,8831,13636,18441,23246,28051,32856
4027,4027,8832,13637,18442,23247,28052,32857
4028,4028,8833,13638,18443,23248,28053,32858
4029,4029,8834,13639,18444,23249,28054,32859
4030,4030,8835,13640,18445,23250,28055,32860
4031,4031,8836,13641,18446,23251,28056,32861
4032,4032,8837,13642,18447,23252,28057,32862
4033,4033,8838,13643,18448,23253,28058,32863
4034,4034,8839,13644,18449,23254,28059,32864
4035,4035,8840,13645,18450,23255,28060,32865
4036,4036,8841,13646,18451,23256,28061,32866
4037,4037,8842,13647,18452,23257,28062,32867
4038,4038,8843,13648,18453,23258,28063,32868
4039,4039,8844,13649,18454,23259,28064,32869
4040,4040,8845,13650,18455,23260,28065,32870
4041,4041,8846,13651,18456,23261,28066,32871
4042,4042,8847,13652,18457,23262,28067,32872
4043,4043,8848,13653,18458,23263,28068,32873
4044,4044,8849,13654,18459,23264,28069,32874
4045,4045,8850,13655,18460,23265,28070,32875
4046,4046,8851,13656,18461,23266,28071,32876
4047,4047,8852,13657,18462,23267,28072,32877
4048,4048,8853,13658,18463,23268,28073,32878
4049,4049,8854,13659,18464,23269,28074,32879
4050,4050,8855,13660,18465,23270,28075,32880
4051,4051,8856,13661,18466,23271,28076,32881
4052,4052,8857,13662,18467,23272,28077,32882
4053,4053,8858,13663,18468,23273,28078,32883
4054,4054,8859,13664,18469,23274,28079,32884
4055,4055,8860,13665,18470,23275,28080,32885
4056,4056,8861,13666,18471,23276,28081,32886
4057,4057,8862,13667,18472,23277,28082,32887
4058,4058,8863,13668,18473,23278,28083,32888
4059,4059,8864,13669,18474,23279,28084,32889
4060,4060,8865,13670,18475,23280,28085,32890
4061,4061,8866,13671,18476,23281,28086,32891
4062,4062,8867,13672,18477,23282,28087,32892
4063,4063,8868,13673,18478,23283,28088,32893
4064,4064,8869,13674,18479,23284,28089,32894
4065,4065,8870,13675,18480,23285,28090,32895
4066,4066,8871,13676,18481,23286,28091,32896
4067,4067,8872,13677,18482,23287,28092,32897
4068,4068,8873,13678,18483,23288,28093,32898
4069,4069,8874,13679,18484,23289,28094,32899
4070,4070,8875,13680,18485,23290,28095,32900
4071,4071,8876,13681,18486,23291,28096,32901
4072,4072,8877,13682,18487,23292,28097,32902
4073,4073,8878,13683,18488,23293,28098,32903
4074,4074,8879,13684,18489,23294,28099,32904
4075,4075,8880,13685,18490,23295,28100,32905
4076,4076,8881,13686,18491,23296,28101,32906
4077,4077,8882,13687,18492,23297,28102,32907
4078,4078,8883,13688,18493,23298,28103,32908
4079,4079,8884,13689,18494,23299,28104,32909
4080,4080,8885,13690,18495,23300,28105,32910
4081,4081,8886,13691,18496,23301,28106,32911
4082,4082,8887,13692,18497,23302,28107,32912
4083,4083,8888,13693,18498,23303,28108,32913
4084,4084,8889,13694,18499,23304,28109,32914
4085,4085,8890,13695,18500,23305,28110,32915
4086,4086,8891,13696,18501,23306,28111,32916
4087,4087,8892,13697,18502,23307,28112,32917
4088,4088,8893,13698,18503,23308,28113,32918
4089,4089,8894,13699,18504,23309,28114,32919
4090,4090,8895,13700,18505,23310,28115,32920
4091,4091,8896,13701,18506,23311,28116,32921
4092,4092,8897,13702,18507,23312,28117,32922
4093,4093,8898,13703,18508,23313,28118,32923
4094,4094,8899,13704,18509,23314,28119,32924
4095,4095,8900,13705,18510,23315,28120,32925
4096,4096,8901,13706,18511,23316,28121,32926
4097,4097,8902,13707,18512,23317,28122,32927
4098,4098,8903,13708,18513,23318,28123,32928
4099,4099,8904,13709,18514,23319,28124,32929
4100,4100,8905,13710,18515,23320,28125,32930
4101,4101,8906,13711,18516,23321,28126,32931
4102,4102,8907,13712,18517,23322,28127,32932
4103,4103,8908,13713,18518,23323,28128,32933
4104,4104,8909,13714,18519,23324,28129,32934
4105,4105,8910,13715,18520,23325,28130,32935
4106,4106,8911,13716,18521,23326,28131,32936
4107,4107,8912,13717,18522,23327,28132,32937
4108,4108,8913,13718,18523,23328,28133,32938
4109,4109,8914,13719,18524,23329,28134,32939
4110,4110,8915,13720,18525,23330,28135,32940
4111,4111,8916,13721,18526,23331,28136,32941
4112,4112,8917,13722,18527,23332,28137,32942
4113,4113,8918,13723,18528,23333,28138,32943
4114,4114,8919,13724,18529,23334,28139,32944
4115,4115,8920,13725,18530,23335,28140,32945
4116,4116,8921,13726,18531,23336,28141,32946
4117,4117,8922,13727,18532,23337,28142,32947
4118,4118,8923,13728,18533,23338,28143,32948
4119,4119,8924,13729,18534,23339,28144,32949
4120,4120,8925,13730,18535,23340,28145,32950
4121,4121,8926,13731,18536,23341,28146,32951
4122,4122,8927,13732,18537,23342,28147,32952
4123,4123,8928,13733,18538,23343,28148,32953
4124,4124,8929,13734,18539,23344,28149,32954
4125,4125,8930,13735,18540,23345,28150,32955
4126,4126,8931,13736,18541,23346,28151,32956
4127,4127,8932,13737,18542,23347,28152,32957
4128,4128,8933,13738,18543,23348,28153,32958
4129,4129,8934,13739,18544,23349,28154,32959
4130,4130,8935,13740,18545,23350,28155,32960
4131,4131,8936,13741,18546,23351,28156,32961
4132,4132,8937,13742,18547,23352,28157,32962
4133,4133,8938,13743,18548,23353,28158,32963
4134,4134,8939,13744,18549,23354,28159,32964
4135,4135,8940,13745,18550,23355,28160,32965
4136,4136,8941,13746,18551,23356,28161,32966
4137,4137,8942,13747,18552,23357,28162,32967
4138,4138,8943,13748,18553,23358,28163,32968
4139,4139,8944,13749,18554,23359,28164,32969
4140,4140,8945,13750,18555,23360,28165,32970
4141,4141,8946,13751,18556,23361,28166,32971
4142,4142,8947,13752,18557,23362,28167,32972
4143,4143,8948,13753,18558,23363,28168,32973
4144,4144,8949,13754,18559,23364,28169,32974
4145,4145,8950,13755,18560,23365,28170,32975
4146,4146,8951,13756,18561,23366,28171,32976
4147,4147,8952,13757,18562,23367,28172,32977
4148,4148,8953,13758,18563,23368,28173,32978
4149,4149,8954,13759,18564,23369,28174,32979
4150,4150,8955,13760,18565,23370,28175,32980
4151,4151,8956,13761,18566,23371,28176,32981
4152,4152,8957,13762,18567,23372,28177,32982
4153,4153,8958,13763,18568,23373,28178,32983
4154,4154,8959,13764,18569,23374,28179,32984
4155,4155,8960,13765,18570,23375,28180,32985
4156,4156,8961,13766,18571,23376,28181,32986
4157,4157,8962,13767,18572,23377,28182,32987
4158,4158,8963,13768,18573,23378,28183,32988
4159,4159,8964,13769,18574,23379,28184,32989
4160,4160,8965,13770,18575,23380,28185,32990
4161,4161,8966,13771,18576,23381,28186,32991
4162,4162,8967,13772,18577,23382,28187,32992
4163,4163,8968,13773,18578,23383,28188,32993
4164,4164,8969,13774,18579,23384,28189,32994
4165,4165,8970,13775,18580,23385,28190,32995
4166,4166,8971,13776,18581,23386,28191,32996
4167,4167,8972,13777,18582,23387,28192,32997
4168,4168,8973,13778,18583,23388,28193,32998
4169,4169,8974,13779,18584,23389,28194,32999
4170,4170,8975,13780,18585,23390,28195,33000
4171,4171,8976,13781,18586,23391,28196,33001
4172,4172,8977,13782,18587,23392,28197,33002
4173,4173,8978,13783,18588,23393,28198,33003
4174,4174,8979,13784,18589,23394,28199,33004
4175,4175,8980,13785,18590,23395,28200,33005
4176,4176,8981,13786,18591,23396,28201,33006
4177,4177,8982,13787,18592,23397,28202,33007
4178,4178,8983,13788,18593,23398,28203,33008
4179,4179,8984,13789,18594,23399,28204,33009
4180,4180,8985,13790,18595,23400,28205,33010
4181,4181,8986,13791,18596,23401,28206,33011
4182,4182,8987,13792,18597,23402,28207,33012
4183,4183,8988,13793,18598,23403,28208,33013
4184,4184,8989,13794,18599,23404,28209,33014
4185,4185,8990,13795,18600,23405,28210,33015
4186,4186,8991,13796,18601,23406,28211,33016
4187,4187,8992,13797,18602,23407,28212,33017
4188,4188,8993,13798,18603,23408,28213,33018
4189,4189,8994,13799,18604,23409,28214,33019
4190,4190,8995,13800,18605,23410,28215,33020
4191,4191,8996,13801,18606,23411,28216,33021
4192,4192,8997,13802,18607,23412,28217,33022
4193,4193,8998,13803,18608,23413,28218,33023
4194,4194,8999,13804,18609,23414,28219,33024
4195,4195,9000,13805,18610,23415,28220,33025
4196,4196,9001,13806,18611,23416,28221,33026
4197,4197,9002,13807,18612,23417,28222,33027
4198,4198,9003,13808,18613,23418,28223,33028
4199,4199,9004,13809,18614,23419,28224,33029
4200,4200,9005,13810,18615,23420,28225,33030
4201,4201,9006,13811,18616,23421,28226,33031
4202,4202,9007,13812,18617,23422,28227,33032
4203,4203,9008,13813,18618,23423,28228,33033
4204,4204,9009,13814,18619,23424,28229,33034
4205,4205,9010,13815,18620,23425,28230,33035
4206,4206,9011,13816,18621,23426,28231,33036
4207,4207,9012,13817,18622,23427,28232,33037
4208,4208,9013,13818,18623,23428,28233,33038
4209,4209,9014,13819,18624,23429,28234,33039
4210,4210,9015,13820,18625,23430,28235,33040
4211,4211,9016,13821,18626,23431,28236,33041
4212,4212,9017,13822,18627,23432,28237,33042
4213,4213,9018,13823,18628,23433,28238,33043
4214,4214,9019,13824,18629,23434,28239,33044
4215,4215,9020,13825,18630,23435,28240,33045
4216,4216,9021,13826,18631,23436,28241,33046
4217,4217,9022,13827,18632,23437,28242,33047
4218,4218,9023,13828,18633,23438,28243,33048
4219,4219,9024,13829,18634,23439,28244,33049
4220,4220,9025,13830,18635,23440,28245,33050
4221,4221,9026,13831,18636,23441,28246,33051
4222,4222,9027,13832,18637,23442,28247,33052
4223,4223,9028,13833,18638,23443,28248,33053
4224,4224,9029,13834,18639,23444,28249,33054
4225,4225,9030,13835,18640,23445,28250,33055
4226,4226,9031,13836,18641,23446,28251,33056
4227,4227,9032,13837,18642,23447,28252,33057
4228,4228,9033,13838,18643,23448,28253,33058
4229,4229,9034,13839,18644,23449,28254,33059
4230,4230,9035,13840,18645,23450,28255,33060
4231,4231,9036,13841,18646,23451,28256,33061
4232,4232,9037,13842,18647,23452,28257,33062
4233,4233,9038,13843,18648,23453,28258,33063
4234,4234,9039,13844,18649,23454,28259,33064
4235,4235,9040,13845,18650,23455,28260,33065
4236,4236,9041,13846,18651,23456,28261,33066
4237,4237,9042,13847,18652,23457,28262,33067
4238,4238,9043,13848,18653,23458,28263,33068
4239,4239,9044,13849,18654,23459,28264,33069
4240,4240,9045,13850,18655,23460,28265,33070
4241,4241,9046,13851,18656,23461,28266,33071
4242,4242,9047,13852,18657,23462,28267,33072
4243,4243,9048,13853,18658,23463,28268,33073
4244,4244,9049,13854,18659,23464,28269,33074
4245,4245,9050,13855,18660,23465,28270,33075
4246,4246,9051,13856,18661,23466,28271,33076
4247,4247,9052,13857,18662,23467,28272,33077
4248,4248,9053,13858,18663,23468,28273,33078
4249,4249,9054,13859,18664,23469,28274,33079
4250,4250,9055,13860,18665,23470,28275,33080
4251,4251,9056,13861,18666,23471,28276,33081
4252,4252,9057,13862,18667,23472,28277,33082
4253,4253,9058,13863,18668,23473,28278,33083
4254,4254,9059,13864,18669,23474,28279,33084
4255,4255,9060,13865,18670,23475,28280,33085
4256,4256,9061,13866,18671,23476,28281,33086
4257,4257,9062,13867,18672,23477,28282,33087
4258,4258,9063,13868,18673,23478,28283,33088
4259,4259,9064,13869,18674,23479,28284,33089
4260,4260,9065,13870,18675,23480,28285,33090
